STATIONS_ID,Date,QN_3,FX,Wind Speed (m/s),QN_4,Precipitation Level (mm),RSKF,Sun Duration (hours),Snow Height (cm),Cloud Cover (octaves),Vapor Pressure (hPa),Atmospheric Pressure (hPa),Average Temperature (°C),Relative Humidity (%),Maximum Temperature (°C),Minimum Temperature (°C),Soil Minimum Temperature (°C),eor,Month,Cluster,Cluster Label,Average Temperature (°C) Min,Average Temperature (°C) Max,Cluster_Sun,Cluster Label_Sun,Sun Duration (hours) Min,Sun Duration (hours) Max,Cluster_Precip,Cluster Label_Precip,Precipitation Level (mm) Min,Precipitation Level (mm) Max,Cluster_Clouds,Cluster Label_Clouds,Cloud Cover (octaves) Min,Cloud Cover (octaves) Max,Cluster_Snow_Temp,Cluster Label_Snow_Temp,Snow Height (cm) Min,Snow Height (cm) Max,Cluster_Pressure_Wind,Cluster Label_Pressure_Wind,Atmospheric Pressure (hPa) Min,Atmospheric Pressure (hPa) Max,Cluster_Wind_Pressure,Cluster Label_Wind_Pressure,Wind Speed (m/s) Min,Wind Speed (m/s) Max
3379,1985-01-11,10,3.3,1.0,10,0.0,7,5.2,15,2.3,2.6,960.6,-9.4,85.0,-6.5,-12.1,-11.9,eor,1,0,Cold temperature,-18.7,5.9,2,Medium sun duration,2.2,10.2,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,2,No snow,0.0,50.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-01-12,10,7.0,1.9,10,2.6,7,0.0,15,7.0,2.5,956.5,-9.0,84.0,-6.4,-15.4,-17.4,eor,1,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-01-13,10,8.0,1.8,10,0.1,7,0.3,21,6.7,2.2,955.0,-11.6,86.0,-7.0,-12.3,-9.8,eor,1,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-01-14,10,12.0,2.2,10,0.5,7,0.0,20,8.0,2.2,949.9,-11.2,84.0,-10.3,-13.5,-13.5,eor,1,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-01-15,10,6.5,1.3,10,0.0,0,1.5,21,6.3,2.3,952.9,-10.0,81.0,-7.5,-13.0,-15.4,eor,1,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-01-16,10,5.3,1.5,10,0.0,6,0.0,20,8.0,3.0,954.5,-8.6,93.0,-7.5,-11.3,-12.0,eor,1,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-01-17,10,2.0,0.8,10,0.0,0,0.0,20,5.0,3.1,947.3,-6.6,84.0,-4.4,-10.0,-9.6,eor,1,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,2,No snow,0.0,50.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-01-18,10,1.8,0.3,10,0.0,0,4.5,18,3.3,3.2,938.9,-6.6,84.0,-1.9,-10.2,-11.3,eor,1,0,Cold temperature,-18.7,5.9,2,Medium sun duration,2.2,10.2,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,2,No snow,0.0,50.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-01-19,10,2.5,0.5,10,3.5,7,0.0,17,8.0,4.9,941.4,-1.6,91.0,0.0,-7.6,-8.5,eor,1,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-01-20,10,2.5,0.7,10,0.3,8,0.0,19,8.0,5.5,943.4,0.0,91.0,0.6,-1.1,-1.3,eor,1,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-01-21,10,6.0,1.3,10,0.5,6,6.1,13,5.0,6.0,940.6,2.6,82.0,7.0,-1.1,-3.0,eor,1,0,Cold temperature,-18.7,5.9,2,Medium sun duration,2.2,10.2,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,2,No snow,0.0,50.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-01-22,10,6.5,0.6,10,8.6,6,0.0,9,7.3,6.9,937.5,4.0,85.0,6.4,1.0,0.5,eor,1,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-01-23,10,6.0,1.6,10,22.6,8,0.0,8,8.0,7.8,939.6,4.1,95.0,5.6,2.3,1.0,eor,1,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,0,High precipitation,10.5,97.9,0,Medium Cloud Cover,1.0,8.0,2,No snow,0.0,50.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-01-24,10,14.0,2.9,10,2.9,7,1.2,13,4.3,4.9,948.6,-1.8,87.0,4.0,-3.1,-0.4,eor,1,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-01-25,10,6.5,2.7,10,0.0,6,0.1,13,5.3,4.1,945.2,-1.0,73.0,1.0,-7.2,-8.9,eor,1,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-01-27,10,11.0,2.6,10,1.1,8,0.0,10,7.7,4.8,949.3,-0.2,75.0,3.7,-2.2,1.0,eor,1,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-01-28,10,7.5,2.2,10,0.0,0,2.7,10,4.3,3.8,951.4,-2.8,78.0,-1.2,-5.6,-6.0,eor,1,0,Cold temperature,-18.7,5.9,2,Medium sun duration,2.2,10.2,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,2,No snow,0.0,50.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-01-29,10,4.0,0.9,10,0.0,6,6.8,10,3.3,5.6,960.6,1.9,78.0,7.6,-2.6,-2.4,eor,1,0,Cold temperature,-18.7,5.9,2,Medium sun duration,2.2,10.2,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,2,No snow,0.0,50.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-01-30,10,12.5,3.1,10,5.9,6,0.0,5,7.7,6.9,961.0,3.8,85.0,5.6,-2.2,-4.1,eor,1,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,0,High snow,0.0,9.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-01-31,10,15.0,3.8,10,19.1,6,4.7,3,7.0,7.2,957.2,5.4,82.0,8.8,1.3,-1.2,eor,1,2,Cool temperature,3.1,16.5,2,Medium sun duration,2.2,10.2,0,High precipitation,10.5,97.9,0,Medium Cloud Cover,1.0,8.0,0,High snow,0.0,9.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-02-01,10,20.0,6.5,10,1.3,6,0.0,0,7.7,8.1,955.7,7.2,81.0,8.4,3.7,3.8,eor,2,2,Cool temperature,3.1,16.5,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,0,High snow,0.0,9.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-02-02,10,17.0,5.3,10,25.5,6,0.0,0,6.7,8.7,953.5,6.4,91.0,8.0,5.2,6.5,eor,2,2,Cool temperature,3.1,16.5,0,Low sun duration,0.0,4.0,0,High precipitation,10.5,97.9,0,Medium Cloud Cover,1.0,8.0,0,High snow,0.0,9.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-02-03,10,14.0,3.1,10,0.8,6,2.8,0,4.7,5.5,962.4,2.0,73.0,6.6,-0.6,5.0,eor,2,0,Cold temperature,-18.7,5.9,2,Medium sun duration,2.2,10.2,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,0,High snow,0.0,9.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-02-06,10,10.5,3.2,10,6.3,8,0.0,0,8.0,8.1,951.7,6.2,85.0,7.1,2.0,1.9,eor,2,2,Cool temperature,3.1,16.5,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,0,High snow,0.0,9.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-02-07,10,8.9,2.5,10,2.0,8,0.0,0,8.0,5.4,953.3,0.5,82.0,6.2,-0.6,1.9,eor,2,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,0,High snow,0.0,9.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-02-08,10,9.4,2.4,10,10.8,8,0.0,0,8.0,4.4,945.5,-1.6,82.0,-0.4,-3.6,-4.0,eor,2,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,0,High precipitation,10.5,97.9,0,Medium Cloud Cover,1.0,8.0,2,No snow,0.0,50.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-02-09,10,14.5,2.1,10,25.0,8,0.0,0,7.3,8.1,937.6,5.4,92.0,6.2,-0.8,-1.8,eor,2,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,0,High precipitation,10.5,97.9,0,Medium Cloud Cover,1.0,8.0,0,High snow,0.0,9.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-02-10,10,8.0,2.9,10,1.7,7,0.0,4,8.0,2.8,940.9,-8.2,85.0,6.0,-8.7,-7.0,eor,2,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-02-11,10,10.3,2.6,10,0.0,7,7.6,5,2.3,1.9,944.0,-11.5,76.0,-8.6,-13.6,-14.9,eor,2,0,Cold temperature,-18.7,5.9,2,Medium sun duration,2.2,10.2,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,2,No snow,0.0,50.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-02-12,10,10.2,3.3,10,0.0,7,7.2,5,2.3,1.8,945.5,-11.6,74.0,-8.7,-14.6,-14.8,eor,2,0,Cold temperature,-18.7,5.9,2,Medium sun duration,2.2,10.2,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,2,No snow,0.0,50.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-02-13,10,8.1,2.0,10,0.8,7,8.6,4,2.3,2.1,944.4,-8.6,69.0,-5.5,-14.6,-15.1,eor,2,0,Cold temperature,-18.7,5.9,1,High sun duration,6.4,15.7,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,2,No snow,0.0,50.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-02-14,10,6.5,1.3,10,8.2,8,0.0,5,8.0,5.1,946.4,-1.0,90.0,1.8,-7.5,-8.5,eor,2,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,0,Low Pressure,912.6,949.0,0,Low Wind,0.1,11.0
3379,1985-02-15,10,7.0,1.7,10,0.0,0,2.7,10,3.3,2.5,955.5,-8.4,75.0,-0.8,-10.2,-6.8,eor,2,0,Cold temperature,-18.7,5.9,2,Medium sun duration,2.2,10.2,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,2,No snow,0.0,50.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-02-16,10,9.4,1.8,10,0.0,0,8.0,8,0.0,2.1,963.0,-7.8,67.0,-2.0,-15.2,-17.5,eor,2,0,Cold temperature,-18.7,5.9,1,High sun duration,6.4,15.7,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,2,No snow,0.0,50.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-02-17,10,7.5,1.4,10,0.0,0,8.0,8,2.7,2.5,958.1,-6.2,66.0,-1.6,-11.0,-12.6,eor,2,0,Cold temperature,-18.7,5.9,1,High sun duration,6.4,15.7,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,2,No snow,0.0,50.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-02-18,10,5.8,1.7,10,0.0,0,9.1,8,2.3,1.9,963.8,-9.6,64.0,-5.8,-12.2,-12.5,eor,2,0,Cold temperature,-18.7,5.9,1,High sun duration,6.4,15.7,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,2,No snow,0.0,50.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-02-19,10,5.5,1.1,10,0.0,0,7.8,7,1.7,1.9,967.4,-7.7,59.0,-4.1,-13.6,-15.0,eor,2,0,Cold temperature,-18.7,5.9,1,High sun duration,6.4,15.7,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,2,No snow,0.0,50.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-02-20,10,5.0,0.8,10,0.0,0,9.0,7,1.7,2.0,968.4,-7.2,59.0,-2.1,-13.0,-14.6,eor,2,0,Cold temperature,-18.7,5.9,1,High sun duration,6.4,15.7,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,2,No snow,0.0,50.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-02-21,10,4.7,1.1,10,0.3,7,3.5,6,7.3,2.6,964.5,-3.8,60.0,0.1,-10.3,-12.8,eor,2,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-02-22,10,5.5,1.7,10,0.0,7,1.1,7,7.3,4.4,966.4,-1.5,81.0,1.0,-3.9,-4.2,eor,2,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-02-23,10,5.5,0.7,10,2.3,7,5.6,7,5.0,3.6,968.0,-0.5,66.0,3.6,-6.5,-9.0,eor,2,0,Cold temperature,-18.7,5.9,2,Medium sun duration,2.2,10.2,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-02-24,10,10.5,2.9,10,0.8,8,0.1,7,6.3,6.0,968.1,2.3,84.0,4.8,-1.0,-3.3,eor,2,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-02-25,10,5.5,0.7,10,0.0,0,8.3,4,4.3,6.4,964.7,3.4,82.0,10.3,-1.6,-5.3,eor,2,0,Cold temperature,-18.7,5.9,2,Medium sun duration,2.2,10.2,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,0,High snow,0.0,9.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-02-26,10,4.1,0.3,10,0.0,0,6.7,2,5.0,6.1,963.0,3.2,79.0,10.8,-0.1,-1.4,eor,2,2,Cool temperature,3.1,16.5,2,Medium sun duration,2.2,10.2,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,0,High snow,0.0,9.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-02-27,10,4.5,0.5,10,0.0,0,0.0,0,6.3,6.3,962.3,1.9,89.0,5.6,0.4,-0.3,eor,2,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,0,High snow,0.0,9.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-02-28,10,3.1,0.3,10,0.0,0,0.0,0,8.0,6.5,960.4,3.8,83.0,6.7,-0.2,-0.4,eor,2,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,0,High snow,0.0,9.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-03-01,10,5.6,0.8,10,0.2,6,5.7,0,5.0,6.7,956.3,7.5,66.0,13.4,2.7,1.0,eor,3,2,Cool temperature,3.1,16.5,2,Medium sun duration,2.2,10.2,1,Low precipitation,0.0,10.1,1,Low Cloud Cover,0.0,5.2,0,High snow,0.0,9.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-03-02,10,5.0,1.2,10,10.6,8,0.0,0,8.0,7.0,952.5,2.9,90.0,7.0,1.1,2.5,eor,3,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,0,High precipitation,10.5,97.9,0,Medium Cloud Cover,1.0,8.0,0,High snow,0.0,9.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-03-03,10,6.1,1.1,10,0.7,8,2.4,0,6.7,6.5,953.9,3.3,83.0,6.9,1.0,0.0,eor,3,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,0,High snow,0.0,9.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-03-04,10,6.5,1.1,10,0.0,0,2.5,0,7.7,6.3,951.6,2.8,85.0,6.5,-0.6,-1.1,eor,3,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,0,High snow,0.0,9.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-03-05,10,5.5,0.9,10,0.1,6,0.0,0,8.0,6.4,957.2,1.7,93.0,3.2,0.9,0.6,eor,3,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,0,High snow,0.0,9.0,1,Medium Pressure,948.8,958.7,1,Medium Wind,0.1,10.4
3379,1985-03-06,10,4.7,0.6,10,0.0,0,0.0,0,8.0,6.7,963.0,3.7,84.0,4.5,1.3,0.4,eor,3,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,0,High snow,0.0,9.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-03-07,10,6.0,1.2,10,0.0,0,0.0,0,8.0,6.2,963.8,2.9,82.0,4.2,2.0,2.2,eor,3,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,0,High snow,0.0,9.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-03-08,10,8.5,2.1,10,0.0,6,0.0,0,8.0,5.7,966.8,2.4,80.0,3.0,1.0,0.6,eor,3,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,0,High snow,0.0,9.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-03-09,10,6.5,0.9,10,0.0,7,0.4,0,7.3,5.6,968.7,3.5,71.0,5.2,1.3,-0.5,eor,3,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,0,High snow,0.0,9.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-03-10,10,5.4,1.4,10,0.0,7,0.0,0,8.0,4.8,966.6,0.2,77.0,3.8,-0.5,-1.8,eor,3,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,0,High snow,0.0,9.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
3379,1985-03-11,10,7.8,2.0,10,0.7,8,2.1,0,7.0,4.6,964.0,-0.5,79.0,2.0,-3.0,-3.0,eor,3,0,Cold temperature,-18.7,5.9,0,Low sun duration,0.0,4.0,2,Medium precipitation,0.0,10.4,2,High Cloud Cover,1.2,8.0,2,No snow,0.0,50.0,2,High Pressure,958.6,979.6,2,High Wind,0.1,10.2
